id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
86246,205,97,9753,1022027929,0,2/28/2013,1,CT,1,4.51
86246,205,64,6401,107199070,4043,2/28/2013,288,OZ,1,17.79
86246,205,44,4404,107105272,3829,2/28/2013,14,OZ,1,2.99
86246,205,63,6315,101116616,15266,2/28/2013,128,OZ,1,3.57
86246,205,54,5403,107790070,9200,2/28/2013,17,OZ,1,5.95
86246,205,58,5827,107080070,16704,2/28/2013,16,OZ,1,4.69
86246,205,28,2806,10930090,12157,2/28/2013,32,OZ,1,3.49
86246,205,36,3611,108265787,4687,2/28/2013,405.6,OZ,1,6.29
86246,205,33,3303,103304939,11221,2/28/2013,9.5,OZ,1,4.29
86246,205,36,3612,108265787,4687,3/1/2013,128,OZ,4,5.56
86246,205,5,501,103800030,4089,3/1/2013,12.5,OZ,1,4.39
86246,205,63,6315,1074236575,8499,3/1/2013,64,OZ,1,4.59
86246,205,6,610,1061126969,15041,3/1/2013,16,OZ,2,6.58
86246,205,25,2509,107996777,31373,3/1/2013,16,OZ,1,1.99
86246,205,5,520,103000030,14760,3/1/2013,42,OZ,1,4.99
86246,205,64,6409,108500080,11770,3/2/2013,0.75,LT,1,10.29
86246,205,99,9908,103338333,33170,3/3/2013,80,OZ,1,2.39
86246,205,63,6305,102500020,11749,3/3/2013,59,OZ,1,4.29
86246,205,51,5134,104670444,18213,3/3/2013,8,OZ,1,4.39
86246,205,67,6703,1036210333,2242,3/3/2013,2,OZ,1,4.99
86246,205,97,9753,1022027727,0,3/3/2013,1,CT,1,45.25
86246,205,26,2633,1067274464,29380,3/3/2013,4,RL,1,1
86246,205,11,1102,104480040,22777,3/3/2013,100,CT,1,1.49
86246,205,63,6317,102529323,16410,3/3/2013,64,OZ,1,3.79
86246,205,99,9908,103338333,33170,3/3/2013,48,OZ,1,2.29
86246,205,63,6312,102073525,18893,3/3/2013,16,OZ,2,1.38
86246,205,55,5555,107457070,26051,3/3/2013,14,OZ,1,4.29
86246,205,65,6503,1061278161,11151,3/3/2013,16,OZ,1,3.79
86246,205,97,9753,1022033525,0,3/3/2013,1,CT,1,12.14
86246,205,19,1905,1087694181,13478,3/3/2013,19,OZ,1,1
86246,205,7,707,104300040,11339,3/3/2013,11,OZ,1,4.09
86246,205,63,6320,102685525,7667,3/3/2013,12,CT,3,5.63
86246,205,99,9908,103338333,33170,3/3/2013,160,OZ,3,14.97
86246,205,56,5620,104610040,15889,3/3/2013,8,OZ,2,9.38
86246,205,51,5133,107100777,5656,3/3/2013,21,OZ,1,7.09
86246,205,72,7208,103500030,3830,3/3/2013,4,CT,2,5.98
86246,205,99,9909,107127979,6732,3/3/2013,16,OZ,1,2.19
86246,205,21,2119,101200010,10522,3/3/2013,128,OZ,1,3
86246,205,9,922,102430020,10577,3/3/2013,28,OZ,1,3.5
86246,205,81,8101,102820020,11186,3/3/2013,1,CT,1,4.71
86246,205,99,9908,103338333,33170,3/3/2013,16,OZ,1,1.79
86246,205,58,5827,107175575,9933,3/3/2013,16,OZ,1,4.89
86246,205,41,4120,104130343,38922,3/3/2013,6,OZ,2,1.58
86246,205,81,8101,102820020,11186,3/3/2013,10,CT,1,36.49
86246,205,97,9753,1022025222,0,3/3/2013,1,CT,4,39
86246,205,25,2504,104130343,38922,3/3/2013,5,OZ,2,1.38
86246,205,5,501,101600010,3331,3/3/2013,13.1,OZ,1,4.49
86246,205,69,6901,102260020,912,3/3/2013,2.8,OZ,1,1
86246,205,99,9908,1060580666,7655,3/3/2013,80,OZ,1,2.29
86246,205,56,5620,107592575,4368,3/3/2013,8,OZ,2,6.78
86246,205,41,4107,107402777,14200,3/3/2013,20,OZ,2,2
86246,205,72,7210,104116343,5845,3/3/2013,2.5,OZ,1,3.59
86246,205,9,901,1070897171,10653,3/3/2013,15,OZ,1,3.89
86246,205,22,2201,104460040,3718,3/3/2013,60,OZ,1,1.99
86246,205,41,4107,104125545,7678,3/3/2013,16,OZ,1,1.99
86246,205,63,6316,107342070,4529,3/3/2013,16,OZ,1,2.69
86246,205,5,521,101313010,4253,3/3/2013,12.3,OZ,1,4.29
86246,205,59,5902,104130343,38922,3/3/2013,8,OZ,1,2.49
86246,205,56,5616,104130343,38922,3/3/2013,8,OZ,1,2.99
86246,205,63,6319,102073525,18893,3/3/2013,64,OZ,2,3.98
86246,205,9,907,107225070,12465,3/3/2013,12,OZ,1,2.99
86246,205,26,2632,104815545,13864,3/3/2013,80,CT,2,2
86246,205,45,4509,1082650484,59628,3/3/2013,16,OZ,3,15.37
86246,205,69,6901,103320030,875,3/3/2013,2.8,OZ,1,1
86246,205,8,807,101340919,17823,3/3/2013,18,OZ,1,2.59
86246,205,60,6012,101800010,14029,3/3/2013,7.3,OZ,1,1.99
86246,205,55,5558,108793282,13877,3/3/2013,35,OZ,0,0
86246,205,63,6328,102016929,16492,3/3/2013,20,OZ,2,5.58
86246,205,9,907,107021070,69929,3/3/2013,20,OZ,2,2.12
86246,205,18,1828,103700030,6236,3/3/2013,0.18,OZ,1,2.79
86246,205,55,5567,108793282,13877,3/3/2013,30,OZ,1,4.19
86246,205,75,7515,1073295373,59441,3/3/2013,1,OZ,1,1
86246,205,8,838,102700020,11091,3/3/2013,15,OZ,3,4.77
86246,205,58,5833,104113040,6165,3/3/2013,16,OZ,1,2.99
86246,205,56,5615,107592575,4368,3/3/2013,8,OZ,1,3.39
86246,205,63,6320,102685525,7667,3/3/2013,18,CT,2,5.28
86246,205,14,1416,102400020,4704,3/3/2013,15.25,OZ,2,4.18
86246,205,19,1905,105150050,16728,3/3/2013,12,OZ,1,2.89
86246,205,51,5124,107100777,5656,3/3/2013,10,OZ,2,3.18
86246,205,69,6901,104815545,13864,3/3/2013,2.25,OZ,1,1
86246,205,8,826,107550070,18204,3/3/2013,6,OZ,1,0.99
86246,205,60,6010,101800010,14029,3/3/2013,12,OZ,1,1.59
86246,205,56,5614,104610040,15889,3/3/2013,9,OZ,2,11.48
86246,205,69,6901,104815545,13864,3/3/2013,2,OZ,3,3
86246,205,14,1411,103890030,5072,3/3/2013,8,OZ,1,1.09
86246,205,24,2401,104144343,11130,3/3/2013,27,OZ,2,4.58
86246,205,44,4404,104750040,2359,3/3/2013,25,OZ,1,3.29
86246,205,64,6410,1063598565,11683,3/3/2013,144,OZ,1,7.99
86246,205,8,836,107468070,21167,3/3/2013,32,OZ,1,1
86246,205,58,5827,107024777,55136,3/3/2013,16,OZ,6,21.54
86246,205,41,4107,1073639373,7308,3/3/2013,14.5,OZ,1,1.5
86246,205,73,7302,104116343,5845,3/3/2013,50,CT,1,3.79
86246,205,9,917,104335444,25412,3/3/2013,17,OZ,1,2.39
86246,205,23,2301,104130343,38922,3/3/2013,16,OZ,1,1.89
86246,205,45,4509,1088505080,54337,3/3/2013,32,OZ,1,16.99
86246,205,72,7203,104116747,193,3/3/2013,16.9,OZ,1,3.99
86246,205,5,501,103800030,6796,3/3/2013,19,OZ,2,11.58
86246,205,56,5620,104130343,38922,3/3/2013,32,OZ,2,18.98
86246,205,41,4110,103940030,71386,3/3/2013,28,OZ,1,2.49
86246,205,64,6408,108130888,12926,3/3/2013,0.75,LT,3,8.97
86246,205,9,922,102430020,10577,3/3/2013,25.2,OZ,1,3.5
86246,205,26,2629,104130343,38922,3/3/2013,500,CT,1,3.59
86246,205,55,5558,107144171,7675,3/3/2013,45,OZ,1,5.39
86246,205,64,6402,101820010,46181,3/3/2013,72,OZ,1,5.69
86246,205,8,807,101340919,17823,3/3/2013,28,OZ,1,3.79
86246,205,63,6315,101116616,15266,3/3/2013,128,OZ,2,6.04
86246,205,51,5128,107336979,11614,3/3/2013,7.5,OZ,2,2.65
86246,205,69,6901,1085024181,14351,3/3/2013,2,OZ,1,1
86246,205,9,907,107763373,15452,3/3/2013,16,OZ,1,2.99
86246,205,21,2113,108768484,2903,3/3/2013,60,OZ,1,4.49
86246,205,56,5604,102100020,9886,3/3/2013,8,OZ,1,4.59
86246,205,64,6401,107825070,17336,3/3/2013,24,OZ,2,3.38
86246,205,5,501,103800030,17050,3/3/2013,12.8,OZ,2,8.78
86246,205,56,5617,102100020,9886,3/3/2013,16,OZ,1,4.59
86246,205,51,5122,103939232,59749,3/3/2013,5,OZ,2,2.78
86246,205,73,7302,1030057333,250,3/3/2013,50,CT,1,7.29
86246,205,9,901,1081612080,36616,3/3/2013,12,OZ,1,2.95
86246,205,24,2410,102100222,48487,3/3/2013,6,OZ,1,4.09
86246,205,56,5613,104130343,38922,3/3/2013,15,OZ,1,2.49
86246,205,92,9202,1060933262,32336,3/3/2013,1,CT,1,1
86246,205,7,706,101200010,17286,3/3/2013,9.5,OZ,1,1.89
86246,205,58,5812,101590010,1366,3/3/2013,16,OZ,3,4.77
86246,205,41,4107,104144343,11130,3/3/2013,27,OZ,1,1.77
86246,205,73,7343,1073295373,33170,3/3/2013,0.75,OZ,1,1
86246,205,9,901,104113040,28204,3/3/2013,25,OZ,1,2.19
86246,205,26,2630,103600030,9787,3/3/2013,300,CT,1,6.49
86246,205,45,4512,104113040,6165,3/3/2013,48,OZ,1,10.99
86246,205,72,7203,1031254737,10554,3/3/2013,33.8,OZ,1,5.99
86246,205,5,522,101313010,4253,3/3/2013,28,OZ,1,4.29
86246,205,60,6010,101800010,14029,3/3/2013,6,OZ,1,1.09
86246,205,9,907,107763373,17614,3/3/2013,20,OZ,1,2.09
86246,205,97,9753,10000,0,3/3/2013,1,CT,1,0.69
86246,205,3,309,104300040,1292,3/3/2013,14,OZ,1,3.19
86246,205,18,1822,103700030,6236,3/3/2013,16.9,OZ,1,1.99
86246,205,9,901,1068670060,6978,3/3/2013,19.7,OZ,0,0
86246,205,69,6904,104815545,13864,3/3/2013,13,OZ,1,1
86246,205,8,811,103620030,1698,3/3/2013,15,OZ,2,6.78
86246,205,56,5620,104130343,38922,3/3/2013,8,OZ,5,14.33
86246,205,9,922,102430020,10577,3/3/2013,17,OZ,2,6
86246,205,97,9724,103794737,17454,3/3/2013,1,CT,1,1.65
86246,205,2,201,1064420969,5345,3/3/2013,16.5,OZ,9,17.91
86246,205,25,2506,104127141,26189,3/3/2013,16,OZ,1,2.59
86246,205,9,922,102430020,10577,3/3/2013,13,OZ,1,1.69
86246,205,97,9716,104130343,38922,3/3/2013,32,OZ,2,9.58
86246,205,4,416,103400030,44358,3/3/2013,1.55,OZ,1,0.99
86246,205,59,5905,103450030,10165,3/3/2013,16,OZ,1,2.19
86246,205,9,902,104400040,15335,3/3/2013,15.1,OZ,1,3.99
86246,205,72,7205,103700030,4294,3/3/2013,6,OZ,1,4.09
86246,205,8,805,1069196363,57112,3/3/2013,19,OZ,1,3.59
86246,205,26,2621,104200040,5016,3/3/2013,1,CT,2,10.58
86246,205,9,922,102430020,10577,3/3/2013,24.1,OZ,1,3.5
86246,205,59,5907,102740020,16291,3/3/2013,15,OZ,0,0
86246,205,8,805,104150040,6714,3/3/2013,5,OZ,1,1.09
86246,205,26,2621,104130343,38922,3/3/2013,200,CT,1,2.95
86246,205,16,1604,102200020,6021,3/3/2013,15,CT,1,1.29
86246,205,63,6313,107357070,8185,3/3/2013,12,OZ,1,2.39
86246,205,8,836,104130343,38922,3/3/2013,32,OZ,1,1.49
86246,205,26,2628,104113040,28204,3/3/2013,1,RL,1,0.89
86246,205,14,1417,107402777,14200,3/3/2013,10,OZ,3,3
86246,205,58,5815,103760030,8501,3/3/2013,3.5,OZ,2,3.98
86246,205,8,830,107221575,20568,3/3/2013,32,OZ,1,3.29
86246,205,18,1890,105209252,43069,3/3/2013,2,CT,3,3
86246,205,9,906,107221575,20568,3/3/2013,32,OZ,2,6.58
86246,205,58,5823,107367575,3012,3/3/2013,6,OZ,1,0.99
86246,205,8,807,102100020,9886,3/3/2013,18,OZ,1,1.79
86246,205,22,2211,104815545,14363,3/3/2013,40,CT,1,1
86246,205,9,907,107021070,69929,3/3/2013,24,OZ,1,1.05
86246,205,58,5827,104470040,13310,3/3/2013,16,OZ,4,24.76
86246,205,0,0,10000,0,3/3/2013,0,,1,7.06
86246,205,26,2617,101090010,15232,3/3/2013,1,CT,1,4.19
86246,205,9,907,107225070,12465,3/3/2013,20,OZ,3,9.37
86246,205,63,6305,104850040,18799,3/3/2013,128,OZ,1,8.69
86246,205,8,817,102700020,8612,3/3/2013,24,OZ,2,2.88
86246,205,21,2108,104360040,19809,3/3/2013,128,OZ,1,6.79
86246,205,14,1404,104130343,38922,3/3/2013,24,OZ,1,2.29
86246,205,58,5812,107754171,17301,3/3/2013,16,OZ,1,2.49
86246,205,8,807,102700020,8612,3/3/2013,21.6,OZ,1,1.89
86246,205,21,2109,104180040,19713,3/3/2013,64,OZ,1,4.89
86246,205,9,907,107518575,11221,3/3/2013,15,OZ,3,10.47
86246,205,58,5827,107539373,55244,3/3/2013,12,OZ,1,3.59
86246,205,8,821,104139040,9659,3/3/2013,5,OZ,1,2.75
86246,205,25,2504,104113040,28204,3/3/2013,12,OZ,1,0.79
86246,205,10,1010,107402777,14200,3/3/2013,14,OZ,1,1
86246,205,63,6312,102500020,11749,3/3/2013,59,OZ,2,4.38
86246,205,2,213,101330010,11211,3/3/2013,7.5,OZ,1,0.69
86246,205,20,2002,105100050,27873,3/3/2013,12,OZ,1,1.69
86246,205,9,907,107021070,69929,3/3/2013,11,OZ,3,3.75
86246,205,58,5824,104450040,8318,3/3/2013,13.5,OZ,1,3.59
86246,205,7,707,104300040,11339,3/3/2013,29.3,OZ,1,11.49
86246,205,58,5835,107367575,3012,3/3/2013,16,OZ,1,1.99
86246,205,9,907,107518575,11221,3/3/2013,18,OZ,1,3.79
86246,205,63,6313,101116616,15266,3/3/2013,16,OZ,1,0.99
86246,205,8,826,107550070,18204,3/3/2013,12,OZ,1,1.79
86246,205,58,5832,107057575,27210,3/3/2013,40,OZ,1,6.49
86246,205,9,902,102410020,45518,3/3/2013,16,OZ,1,3.39
86246,205,58,5824,107024777,6176,3/3/2013,14,OZ,1,3.69
86246,205,3,304,1063081262,81851,3/3/2013,7,OZ,1,1
86246,205,63,6311,101630010,95925,3/3/2013,59,OZ,2,6.38
86246,205,17,1707,106233868,32453,3/3/2013,16,OZ,1,5.19
86246,205,58,5836,107590070,2073,3/3/2013,12,OZ,1,3.99
86246,205,9,908,104980040,12592,3/3/2013,8,OZ,1,4.49
86246,205,60,6011,101800010,14029,3/3/2013,16.3,OZ,3,6.87
86246,205,9,970,103070030,68355,3/3/2013,11,OZ,2,2
86246,205,63,6311,104180040,19713,3/3/2013,59,OZ,1,3.29
86246,205,9,917,1089097181,63469,3/3/2013,75,OZ,1,3.99
86246,205,58,5823,104470040,13310,3/3/2013,16,OZ,1,5.49
86246,205,32,3202,104130343,38922,3/3/2013,128,OZ,1,12.99
86246,205,56,5616,104610040,15889,3/3/2013,8,OZ,1,4.69
86246,205,33,3302,102700020,57417,3/3/2013,17.4,OZ,1,5.29
86246,205,36,3626,101200010,16391,3/3/2013,144,OZ,1,5.49
86246,205,31,3101,105250050,15919,3/3/2013,2.25,OZ,1,4.49
86246,205,36,3611,104113040,17690,3/3/2013,405.6,OZ,1,3.79
86246,205,31,3101,108105787,24931,3/3/2013,1.8,OZ,1,4.29
86246,205,36,3618,104900040,23359,3/3/2013,42.2,OZ,1,1.19
86246,205,33,3305,102840020,18584,3/3/2013,10,OZ,1,3.99
86246,205,36,3627,107800070,23362,3/3/2013,101.4,OZ,1,4.49
86246,205,29,2921,102970020,8711,3/3/2013,3.8,OZ,2,3.18
86246,205,37,3703,105100050,2820,3/3/2013,10.75,OZ,6,8.66
86246,205,32,3202,102700020,19737,3/3/2013,48,OZ,1,5.49
86246,205,33,3316,104178040,19154,3/3/2013,1,OZ,3,1
86246,205,29,2914,102100020,9886,3/3/2013,14,OZ,2,6.58
86246,205,36,3631,107800070,23209,3/3/2013,67.6,OZ,1,0.99
86246,205,31,3101,104113040,28204,3/3/2013,0.5,OZ,1,1
86246,205,36,3601,101200010,13794,3/3/2013,20,OZ,1,1.69
86246,205,32,3202,104130343,38922,3/3/2013,32,OZ,1,3.79
86246,205,41,4107,102400020,4704,3/3/2013,15.25,OZ,2,1.58
86246,205,30,3009,102100020,9886,3/3/2013,16,OZ,1,3.49
86246,205,36,3635,107252171,19411,3/3/2013,33.8,OZ,1,0.99
86246,205,31,3101,104113040,28204,3/3/2013,2.5,OZ,1,1.49
86246,205,36,3630,101200010,13794,3/3/2013,144,OZ,1,5.49
86246,205,31,3101,103384434,1257,3/3/2013,15,OZ,1,2.09
86246,205,36,3604,107297979,16095,3/3/2013,60,OZ,1,3.29
86246,205,32,3202,105150050,4307,3/3/2013,16,OZ,1,2.49
86246,205,38,3801,104920040,5098,3/3/2013,1,LB,1,1.49
86246,205,31,3101,107967979,17087,3/3/2013,2.75,OZ,1,1
86246,205,37,3709,104178949,11224,3/3/2013,3,OZ,4,1.19
86246,205,30,3010,104100040,19975,3/3/2013,24,OZ,1,4.39
86246,205,36,3618,101200010,23361,3/3/2013,50.7,OZ,5,4.95
86246,205,33,3301,107781777,1235,3/3/2013,3.5,OZ,1,1
86246,205,33,3315,1081361787,95957,3/3/2013,3.5,OZ,1,1
86246,205,31,3101,107967979,17087,3/3/2013,1,OZ,1,1
86246,205,38,3801,104920040,5098,3/3/2013,0.78,LB,1,2.39
86246,205,31,3101,107967979,17087,3/3/2013,4,OZ,1,1
86246,205,36,3604,107297979,16095,3/3/2013,42.2,OZ,4,4.76
86246,205,33,3303,104178040,19154,3/3/2013,10,OZ,2,8.58
86246,205,36,3601,104900040,3809,3/3/2013,42.2,OZ,2,2.38
86246,205,33,3303,104178040,19154,3/3/2013,3.5,OZ,1,1
86246,205,37,3706,105100050,2820,3/3/2013,10.75,OZ,1,1.77
86246,205,30,3008,107110070,8280,3/3/2013,16,OZ,1,3.99
86246,205,35,3513,103700030,5265,3/3/2013,53,OZ,1,13.49
86246,205,30,3011,107020070,11244,3/3/2013,16,OZ,1,3.99
86246,205,36,3604,107800070,2829,3/3/2013,67.6,OZ,2,1.98
86246,205,33,3303,104126242,19971,3/3/2013,6.75,OZ,2,5.98
86246,205,38,3801,104130343,38922,3/3/2013,4,LB,1,2.49
86246,205,33,3310,1081135383,56685,3/3/2013,4,OZ,1,2.29
86246,205,41,4107,102400020,4704,3/3/2013,14.5,OZ,2,1.58
86246,205,36,3632,107800070,17635,3/3/2013,67.6,OZ,1,0.99
86246,205,41,4105,102700020,8612,3/3/2013,28,OZ,2,4.48
86246,205,36,3630,107800070,5208,3/3/2013,20,OZ,2,3.38
86246,205,33,3325,104178040,19154,3/3/2013,12,OZ,1,4.29
86246,205,30,3001,104130343,38922,3/4/2013,8,OZ,1,1.79
86246,205,39,3903,104113040,28204,3/4/2013,24,OZ,1,1.99
86246,205,28,2804,10930090,12157,3/4/2013,12,OZ,1,2.39
86246,205,38,3801,104130343,38922,3/4/2013,4,LB,1,2.49
86246,205,30,3008,102100020,9886,3/4/2013,16,OZ,1,3.49
86246,205,36,3638,101200010,803,3/4/2013,101.4,OZ,1,3.49
86246,205,33,3303,107260070,8245,3/4/2013,3.75,OZ,2,3.38
86246,205,41,4107,102400020,4704,3/4/2013,15.25,OZ,2,1.58
86246,205,30,3008,102100020,9886,3/4/2013,8,OZ,1,2.09
86246,205,35,3508,103700030,18371,3/4/2013,100,OZ,1,15.99
86246,205,29,2928,105504959,62498,3/4/2013,6.9,OZ,2,2
86246,205,37,3705,105100050,2820,3/4/2013,18.8,OZ,1,2.79
86246,205,29,2930,103760030,8501,3/4/2013,7.75,OZ,1,1.29
86246,205,36,3604,107297979,16095,3/4/2013,67.6,OZ,1,1.25
86246,205,29,2920,101600010,1756,3/4/2013,6.1,OZ,1,1.99
86246,205,36,3618,101200010,23361,3/4/2013,144,OZ,3,16.47
86246,205,29,2906,107066272,12673,3/4/2013,4,OZ,2,2.58
86246,205,40,4005,107231070,1841,3/4/2013,1.28,OZ,1,3.79
86246,205,29,2928,105504959,62498,3/4/2013,6.8,OZ,2,2
86246,205,37,3703,104130343,38922,3/4/2013,26,OZ,2,3.98
86246,205,32,3202,1085736181,13478,3/4/2013,8.5,OZ,3,3
86246,205,36,3601,101200010,13794,3/4/2013,144,OZ,1,5.49
86246,205,33,3301,104178040,19154,3/4/2013,4.25,OZ,3,5.07
86246,205,41,4105,102700020,8612,3/4/2013,14.5,OZ,1,1.69
86246,205,29,2924,104130343,38922,3/4/2013,28,OZ,1,3.29
86246,205,37,3703,105100050,2820,3/4/2013,10.75,OZ,2,1.58
86246,205,27,2707,101780010,14717,3/4/2013,3.5,LB,1,8.29
86246,205,36,3601,101200010,13794,3/4/2013,96,OZ,2,8.98
86246,205,30,3001,105250050,15919,3/4/2013,32,OZ,1,3.09
86246,205,36,3601,101200010,13794,3/4/2013,67.6,OZ,1,1.79
86246,205,28,2806,10930090,12157,3/4/2013,16,OZ,1,3.09
86246,205,36,3628,101200010,12029,3/4/2013,96,OZ,1,4.49
86246,205,27,2710,107023070,18373,3/4/2013,20,LB,1,5.19
86246,205,41,4105,102400020,4704,3/4/2013,14.5,OZ,1,1.59
86246,205,28,2804,1087694181,13478,3/4/2013,4,OZ,1,1
86246,205,37,3704,104800141,9814,3/4/2013,3.5,OZ,2,2.58
86246,205,30,3010,102100020,9886,3/4/2013,16,OZ,1,3.49
86246,205,36,3632,104133141,7531,3/4/2013,12,OZ,4,3.96
86246,205,32,3203,106414464,13474,3/4/2013,5,OZ,1,3.69
86246,205,36,3611,108265787,4687,3/4/2013,101.4,OZ,1,1.39
86246,205,30,3008,1087694181,13478,3/4/2013,16,OZ,1,1
86246,205,97,9753,1022025222,0,3/4/2013,1,CT,4,31.48
86246,205,31,3101,104113040,28204,3/4/2013,5.4,OZ,1,1
86246,205,41,4109,102880020,13972,3/4/2013,7.5,OZ,2,2.18
86246,205,27,2707,101780010,93964,3/4/2013,16,LB,1,12.49
86246,205,99,9908,103338333,33170,3/4/2013,16,OZ,1,1.79
86246,205,33,3304,102840020,6777,3/4/2013,10.5,OZ,2,6.98
86246,205,5,501,103800030,4089,3/4/2013,9.2,OZ,1,3.99
86246,205,33,3310,104126242,19971,3/4/2013,5,OZ,1,2
86246,205,99,9908,103338333,33170,3/4/2013,48,OZ,1,2.29
86246,205,29,2904,101600010,7860,3/4/2013,5.4,OZ,1,2.29
86246,205,49,4901,101312010,26885,3/4/2013,28,OZ,1,3.6
86246,205,29,2920,102970020,8711,3/4/2013,4.1,OZ,1,1.59
86246,205,99,9908,103338333,33170,3/4/2013,8,OZ,1,1.99
86246,205,29,2920,102970020,8711,3/4/2013,4,OZ,2,2
86246,205,9,901,1081612080,36616,3/4/2013,15.2,OZ,1,2.95
86246,205,33,3303,104178040,19154,3/4/2013,3.5,OZ,2,2
86246,205,97,9753,1022101727,0,3/4/2013,1,CT,1,10
86246,205,33,3310,1081135383,56685,3/4/2013,4,OZ,3,6.87
86246,205,44,4404,101800010,14029,3/4/2013,25,OZ,1,3.79
86246,205,33,3307,102840020,21452,3/4/2013,4.5,OZ,1,0.99
86246,205,99,9909,107127979,6732,3/4/2013,9,OZ,1,4.79
86246,205,31,3101,107967979,17087,3/4/2013,2,OZ,1,1
86246,205,8,801,104130343,38922,3/4/2013,36,OZ,1,2.09
86246,205,33,3310,1081135383,56685,3/4/2013,3,OZ,1,2.29
86246,205,99,9908,103338333,33170,3/4/2013,160,OZ,1,4.99
86246,205,27,2710,104460040,6743,3/4/2013,14,LB,1,7.99
86246,205,51,5122,107142171,14012,3/4/2013,4.9,OZ,2,2.58
86246,205,33,3303,104178040,19154,3/4/2013,3.75,OZ,2,2
86246,205,97,9753,1022028121,0,3/4/2013,1,CT,1,3.42
86246,205,97,9753,1021017020,0,3/4/2013,1,CT,1,4.74
86246,205,9,917,104335444,25412,3/4/2013,17,OZ,1,2.39
86246,205,26,2633,104113040,28204,3/4/2013,4,RL,1,0.89
86246,205,99,9908,103338333,33170,3/4/2013,80,OZ,1,2.39
86246,205,64,6408,108600383,15377,3/4/2013,0.75,LT,1,6.49
86246,205,54,5403,107142171,14012,3/4/2013,5.3,OZ,4,5.08
86246,205,56,5617,104130343,38922,3/4/2013,16,OZ,1,4.19
86246,205,97,9753,1022027929,0,3/4/2013,1,CT,2,10.18
86246,205,73,7308,103660232,15274,3/4/2013,24,CT,1,2.09
86246,205,8,803,107468070,21167,3/4/2013,11,OZ,2,2
86246,205,25,2506,105000050,32115,3/4/2013,32,OZ,1,4.39
86246,205,97,9753,1022042626,0,3/4/2013,1,CT,1,4.22
86246,205,97,9753,1021600222,0,3/4/2013,1,CT,1,3.29
86246,205,51,5134,104670444,18213,3/4/2013,10,OZ,1,4.39
86246,205,58,5827,107024777,55136,3/4/2013,16,OZ,6,21.54
86246,205,14,1404,101480010,12021,3/4/2013,24,OZ,1,2.69
86246,205,64,6401,101820010,12358,3/4/2013,216,OZ,1,9.99
86246,205,49,4901,101312010,26885,3/4/2013,20,OZ,1,3.69
86246,205,24,2401,104163646,12116,3/4/2013,20,OZ,4,15.16
86246,205,7,707,104130343,38922,3/4/2013,11.5,OZ,2,7.38
86246,205,64,6401,107125070,3895,3/4/2013,144,OZ,1,6.89
86246,205,41,4108,1073639373,7308,3/4/2013,15,OZ,1,1.49
86246,205,58,5823,107367575,3012,3/4/2013,6,OZ,1,0.99
86246,205,9,902,103010030,47346,3/4/2013,16,OZ,1,4.19
86246,205,63,6320,102685525,7667,3/4/2013,30,CT,1,2.79
86246,205,53,5307,104130343,38922,3/4/2013,16,OZ,1,1.69
86246,205,27,2701,101113212,491,3/4/2013,13.2,OZ,3,2.85
86246,205,5,501,103800030,15251,3/4/2013,18,OZ,1,5.29
86246,205,81,8101,1070892676,43344,3/4/2013,1,CT,1,3.19
86246,205,55,5556,104113040,28204,3/4/2013,128,OZ,1,5.29
86246,205,58,5824,107754171,17301,3/4/2013,32,OZ,1,4.99
86246,205,10,1012,102700020,23332,3/4/2013,13,OZ,3,4.47
86246,205,63,6320,102685525,7667,3/4/2013,18,CT,2,5.28
86246,205,51,5134,104280040,18599,3/4/2013,19.8,OZ,1,4.89
86246,205,23,2301,104130343,38922,3/4/2013,16,OZ,1,1.19
86246,205,8,805,107110070,9743,3/4/2013,4,OZ,1,3.39
86246,205,63,6320,102685525,7667,3/4/2013,12,CT,6,9.92
86246,205,55,5556,104113040,28204,3/4/2013,56,OZ,1,2.09
86246,205,58,5824,108674585,55172,3/4/2013,16,OZ,2,5.18
86246,205,9,908,107731777,17055,3/4/2013,22,OZ,2,9.58
86246,205,64,6401,103410030,31269,3/4/2013,288,OZ,2,21.98
86246,205,45,4509,1083452282,5508,3/4/2013,16,OZ,1,11.99
86246,205,19,1908,104130343,38922,3/4/2013,28,OZ,1,3.89
86246,205,7,706,101200010,17286,3/4/2013,38,OZ,1,7.77
86246,205,69,6901,107940070,4696,3/4/2013,1.7,OZ,1,1
86246,205,51,5199,104130343,38922,3/4/2013,20.5,OZ,1,3.99
86246,205,58,5814,104470040,10837,3/4/2013,4.2,OZ,1,1.99
86246,205,12,1207,104800040,38150,3/4/2013,15,OZ,1,2.19
86246,205,97,9753,10000,0,3/4/2013,1,CT,2,1.38
86246,205,41,4107,1073639373,7308,3/4/2013,14.5,OZ,3,4.59
86246,205,27,2701,101113212,491,3/4/2013,13,OZ,1,0.95
86246,205,1,106,101500010,7142,3/4/2013,5,OZ,6,8.14
86246,205,97,9753,1020023424,0,3/4/2013,1,CT,1,11.98
86246,205,45,4511,103100030,1358,3/4/2013,24,OZ,1,4.85
86246,205,63,6315,104130343,38922,3/4/2013,64,OZ,1,2.19
86246,205,9,907,107536171,5939,3/4/2013,16,OZ,1,3.29
86246,205,21,2106,104113040,28204,3/4/2013,64,OZ,1,1.49
