Year,Product_line,Product_type,Product,Order_method_type,Retailer_country,Revenue,Planned_revenue,Product_cost,Quantity,Unit_cost,Unit_price,Gross_profit,Unit_sale_price
2005,Camping Equipment,Cooking Gear,TrailChef Utensils,Fax,Netherlands,14679.69,14238.31,7610,761,10,19.29,7069.69,18.71
2005,Camping Equipment,Cooking Gear,TrailChef Utensils,Fax,France,7040.85,6898.5,3650,365,10,19.29,3390.85,18.9
2005,Camping Equipment,Tents,Star Lite,Telephone,United States,3030254.31,2881481.634,2046750,8187,250,370.13,983504.31,351.9581818
2005,Camping Equipment,Tents,Star Lite,Telephone,Canada,237253.33,223016.72,160250,641,250,370.13,77003.33,347.92
2005,Camping Equipment,Tents,Star Lite,Telephone,Japan,140279.27,131861.68,94750,379,250,370.13,45529.27,347.92
2005,Camping Equipment,Tents,Star Lite,Telephone,Korea,291662.44,282911.7,197000,788,250,370.13,94662.44,359.025
2005,Camping Equipment,Tents,Star Lite,Telephone,China,131396.15,131396.15,88750,355,250,370.13,42646.15,370.13
2005,Camping Equipment,Tents,Star Lite,Telephone,Australia,39974.04,39974.04,27000,108,250,370.13,12974.04,370.13
2005,Camping Equipment,Tents,Star Lite,Telephone,Netherlands,255759.83,248086.275,172750,691,250,370.13,83009.83,359.025
2005,Camping Equipment,Tents,Star Lite,Telephone,France,705837.91,682307.6489,476750,1907,250,370.13,229087.91,357.7911111
2005,Camping Equipment,Tents,Star Lite,Telephone,United Kingdom,182474.09,176999.325,123250,493,250,370.13,59224.09,359.025
2005,Camping Equipment,Tents,Star Lite,Telephone,Austria,47006.51,45596.175,31750,127,250,370.13,15256.51,359.025
2005,Camping Equipment,Tents,Star Lite,Telephone,Spain,142870.18,134297.12,96500,386,250,370.13,46370.18,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,United States,170259.8,160043.2,115000,460,250,370.13,55259.8,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,Mexico,1715552.55,1629766.425,1158750,4635,250,370.13,556802.55,351.6216667
2005,Camping Equipment,Tents,Star Lite,Sales visit,Korea,173220.84,162826.56,117000,468,250,370.13,56220.84,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,China,1193669.25,1122042,806250,3225,250,370.13,387419.25,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,Australia,250207.88,235193.92,169000,676,250,370.13,81207.88,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,Finland,180623.44,169784.96,122000,488,250,370.13,58623.44,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,Denmark,21837.67,20527.28,14750,59,250,370.13,7087.67,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,France,183584.48,172568.32,124000,496,250,370.13,59584.48,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,Germany,97714.32,91850.88,66000,264,250,370.13,31714.32,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,United Kingdom,126954.59,119336.56,85750,343,250,370.13,41204.59,347.92
2005,Camping Equipment,Tents,Star Lite,Sales visit,Switzerland,188026.04,180504.2533,127000,508,250,370.13,61026.04,355.3233333
2005,Camping Equipment,Tents,Star Lite,Sales visit,Austria,350142.98,336135.8733,236500,946,250,370.13,113642.98,355.3233333
2005,Camping Equipment,Tents,Star Lite,Sales visit,Italy,369019.61,346876.24,249250,997,250,370.13,119769.61,347.92
2005,Camping Equipment,Tents,Star Lite,Web,United States,4443410.65,4235105.142,3001250,12005,250,370.13,1442160.65,352.7784375
2005,Camping Equipment,Tents,Star Lite,Web,Canada,2070507.22,1965881.755,1398500,5594,250,370.13,672007.22,351.4268421
2005,Camping Equipment,Tents,Star Lite,Web,Mexico,400480.66,384459.8466,270500,1082,250,370.13,129980.66,355.3233333
2005,Camping Equipment,Tents,Star Lite,Web,Brazil,1500136.89,1428123.186,1013250,4053,250,370.13,486886.89,352.362
2005,Camping Equipment,Tents,Star Lite,Web,Japan,2387708.63,2276994.809,1612750,6451,250,370.13,774958.63,352.9677273
2005,Camping Equipment,Tents,Star Lite,Web,Korea,1899877.29,1804874.015,1283250,5133,250,370.13,616627.29,351.6216667
2005,Camping Equipment,Tents,Star Lite,Web,China,1697046.05,1617842.722,1146250,4585,250,370.13,550796.05,352.8555556
2005,Camping Equipment,Tents,Star Lite,Web,Singapore,2194130.64,2090682.806,1482000,5928,250,370.13,712130.64,352.6792857
2005,Camping Equipment,Tents,Star Lite,Web,Australia,555935.26,532107.1029,375500,1502,250,370.13,180435.26,354.2657143
2005,Camping Equipment,Tents,Star Lite,Web,Netherlands,1460162.85,1381306.245,986250,3945,250,370.13,473912.85,350.141
2005,Camping Equipment,Tents,Star Lite,Web,Sweden,1132597.8,1076992.036,765000,3060,250,370.13,367597.8,351.9581818
2005,Camping Equipment,Tents,Star Lite,Web,Finland,2050150.07,1953490.563,1384750,5539,250,370.13,665400.07,352.6792857
2005,Camping Equipment,Tents,Star Lite,Web,Denmark,162487.07,157611.975,109750,439,250,370.13,52737.07,359.025
2005,Camping Equipment,Tents,Star Lite,Web,France,1805124.01,1708841.192,1219250,4877,250,370.13,585874.01,350.3877778
2005,Camping Equipment,Tents,Star Lite,Web,Germany,1653740.84,1571045.607,1117000,4468,250,370.13,536740.84,351.6216667
2005,Camping Equipment,Tents,Star Lite,Web,United Kingdom,2609046.37,2481480.356,1762250,7049,250,370.13,846796.37,352.032963
2005,Camping Equipment,Tents,Star Lite,Web,Belgium,1325435.53,1261808.322,895250,3581,250,370.13,430185.53,352.362
2005,Camping Equipment,Tents,Star Lite,Web,Switzerland,750253.51,712737.1184,506750,2027,250,370.13,243503.51,351.6216667
2005,Camping Equipment,Tents,Star Lite,Web,Austria,492643.03,463081.52,332750,1331,250,370.13,159893.03,347.92
2005,Camping Equipment,Tents,Star Lite,Web,Italy,798000.28,756101.115,539000,2156,250,370.13,259000.28,350.69625
2005,Camping Equipment,Tents,Star Lite,Web,Spain,1312480.98,1246850.43,886500,3546,250,370.13,425980.98,351.6216667
2005,Camping Equipment,Tents,Star Lite,Special,United States,176922.14,166305.76,119500,478,250,370.13,57422.14,347.92
2005,Camping Equipment,Tents,Star Lite,Special,Australia,183214.35,172220.4,123750,495,250,370.13,59464.35,347.92
2005,Camping Equipment,Tents,Star Lite,Mail,United States,389006.63,371499.5975,262750,1051,250,370.13,126256.63,353.4725
2005,Camping Equipment,Tents,Star Lite,Mail,Canada,237623.46,223364.64,160500,642,250,370.13,77123.46,347.92
2005,Camping Equipment,Tents,Star Lite,Mail,Australia,13694.81,12873.04,9250,37,250,370.13,4444.81,347.92
2005,Camping Equipment,Tents,Star Lite,Mail,Netherlands,220597.48,213978.9,149000,596,250,370.13,71597.48,359.025
2005,Camping Equipment,Tents,Star Lite,Mail,Germany,567039.16,533013.44,383000,1532,250,370.13,184039.16,347.92
2005,Camping Equipment,Tents,Star Lite,E-mail,Canada,451188.47,424114.48,304750,1219,250,370.13,146438.47,347.92
2005,Camping Equipment,Tents,Star Lite,E-mail,Japan,707318.43,670938.4499,477750,1911,250,370.13,229568.43,351.0928571
2005,Camping Equipment,Tents,Star Lite,E-mail,Australia,89201.33,83848.72,60250,241,250,370.13,28951.33,347.92
2005,Camping Equipment,Tents,Star Lite,E-mail,Sweden,123253.29,115857.36,83250,333,250,370.13,40003.29,347.92
2005,Camping Equipment,Tents,Star Lite,E-mail,Germany,290922.18,283939.356,196500,786,250,370.13,94422.18,361.246
2005,Camping Equipment,Tents,Star Lite,E-mail,Italy,443415.74,430111.95,299500,1198,250,370.13,143915.74,359.025
2005,Camping Equipment,Tents,Star Lite,Fax,Singapore,185065,173960,125000,500,250,370.13,60065,347.92
2005,Camping Equipment,Tents,Star Lite,Fax,Netherlands,151013.04,141951.36,102000,408,250,370.13,49013.04,347.92
2005,Camping Equipment,Tents,Star Lite,Fax,France,137688.36,129426.24,93000,372,250,370.13,44688.36,347.92
2005,Camping Equipment,Tents,Star Dome,Telephone,United States,1501603.23,1441543.996,913572,2307,396,650.89,588031.23,624.8565217
2005,Camping Equipment,Tents,Star Dome,Telephone,Canada,132781.56,124815.36,80784,204,396,650.89,51997.56,611.84
2005,Camping Equipment,Tents,Star Dome,Telephone,Japan,73550.57,69137.92,44748,113,396,650.89,28802.57,611.84
2005,Camping Equipment,Tents,Star Dome,Telephone,Korea,95029.94,89328.64,57816,146,396,650.89,37213.94,611.84
2005,Camping Equipment,Tents,Star Dome,Telephone,China,27337.38,27337.38,16632,42,396,650.89,10705.38,650.89
2005,Camping Equipment,Tents,Star Dome,Telephone,Singapore,196568.78,184775.68,119592,302,396,650.89,76976.78,611.84
2005,Camping Equipment,Tents,Star Dome,Telephone,Australia,169882.29,163767.06,103356,261,396,650.89,66526.29,627.46
2005,Camping Equipment,Tents,Star Dome,Telephone,Netherlands,268166.68,258513.52,163152,412,396,650.89,105014.68,627.46
2005,Camping Equipment,Tents,Star Dome,Telephone,France,668464.03,634529.58,406692,1027,396,650.89,261772.03,617.8476923
2005,Camping Equipment,Tents,Star Dome,Telephone,United Kingdom,128225.33,125148.19,78012,197,396,650.89,50213.33,635.27
2005,Camping Equipment,Tents,Star Dome,Telephone,Austria,203077.68,194375.1086,123552,312,396,650.89,79525.68,622.9971429
2005,Camping Equipment,Tents,Star Dome,Telephone,Spain,13017.8,12497,7920,20,396,650.89,5097.8,624.85
2005,Camping Equipment,Tents,Star Dome,Sales visit,United States,216746.37,203742.72,131868,333,396,650.89,84878.37,611.84
2005,Camping Equipment,Tents,Star Dome,Sales visit,Mexico,809056.27,774490.7,492228,1243,396,650.89,316828.27,623.0818182
2005,Camping Equipment,Tents,Star Dome,Sales visit,Korea,131479.78,127535.73,79992,202,396,650.89,51487.78,631.365
2005,Camping Equipment,Tents,Star Dome,Sales visit,China,338462.8,324925.4667,205920,520,396,650.89,132542.8,624.8566667
2005,Camping Equipment,Tents,Star Dome,Sales visit,Australia,159468.05,149900.8,97020,245,396,650.89,62448.05,611.84
2005,Camping Equipment,Tents,Star Dome,Sales visit,Netherlands,197870.56,191934.96,120384,304,396,650.89,77486.56,631.365
2005,Camping Equipment,Tents,Star Dome,Sales visit,Finland,186154.54,174986.24,113256,286,396,650.89,72898.54,611.84
2005,Camping Equipment,Tents,Star Dome,Sales visit,Denmark,141243.13,135946.7025,85932,217,396,650.89,55311.13,626.4825
2005,Camping Equipment,Tents,Star Dome,Sales visit,France,117811.09,113099.0567,71676,181,396,650.89,46135.09,624.8566667
2005,Camping Equipment,Tents,Star Dome,Sales visit,Germany,237574.85,228411.7857,144540,365,396,650.89,93034.85,625.7857143
2005,Camping Equipment,Tents,Star Dome,Sales visit,United Kingdom,31242.72,31242.72,19008,48,396,650.89,12234.72,650.89
2005,Camping Equipment,Tents,Star Dome,Sales visit,Belgium,132781.56,127470.76,80784,204,396,650.89,51997.56,624.8566667
2005,Camping Equipment,Tents,Star Dome,Sales visit,Switzerland,159468.05,151814.25,97020,245,396,650.89,62448.05,619.65
2005,Camping Equipment,Tents,Star Dome,Sales visit,Austria,38402.51,36098.56,23364,59,396,650.89,15038.51,611.84
2005,Camping Equipment,Tents,Star Dome,Sales visit,Italy,128876.22,126298.92,78408,198,396,650.89,50468.22,637.8733333
2005,Camping Equipment,Tents,Star Dome,Web,United States,2216931.34,2119394.205,1348776,3406,396,650.89,868155.34,622.2531429
2005,Camping Equipment,Tents,Star Dome,Web,Canada,896275.53,855946.26,545292,1377,396,650.89,350983.53,621.6022222
2005,Camping Equipment,Tents,Star Dome,Web,Mexico,292249.61,281729.54,177804,449,396,650.89,114445.61,627.46
2005,Camping Equipment,Tents,Star Dome,Web,Brazil,740712.82,710215.0894,450648,1138,396,650.89,290064.82,624.0905882
2005,Camping Equipment,Tents,Star Dome,Web,Japan,1232785.66,1179726.485,750024,1894,396,650.89,482761.66,622.8756522
2005,Camping Equipment,Tents,Star Dome,Web,Korea,1028406.2,980945.4308,625680,1580,396,650.89,402726.2,620.8515385
2005,Camping Equipment,Tents,Star Dome,Web,China,1089589.86,1036105.56,662904,1674,396,650.89,426685.86,618.94
2005,Camping Equipment,Tents,Star Dome,Web,Singapore,1061601.59,1020555.844,645876,1631,396,650.89,415725.59,625.724
2005,Camping Equipment,Tents,Star Dome,Web,Australia,265563.12,255320.5714,161568,408,396,650.89,103995.12,625.7857143
2005,Camping Equipment,Tents,Star Dome,Web,Netherlands,548700.27,520582.005,333828,843,396,650.89,214872.27,617.535
2005,Camping Equipment,Tents,Star Dome,Web,Sweden,359291.28,341328.28,218592,552,396,650.89,140699.28,618.3483333
2005,Camping Equipment,Tents,Star Dome,Web,Finland,984796.57,946720.412,599148,1513,396,650.89,385648.57,625.724
2005,Camping Equipment,Tents,Star Dome,Web,Denmark,268817.57,258065.8033,163548,413,396,650.89,105269.57,624.8566667
2005,Camping Equipment,Tents,Star Dome,Web,France,637221.31,613433.568,387684,979,396,650.89,249537.31,626.592
2005,Camping Equipment,Tents,Star Dome,Web,Germany,628759.74,594180.965,382536,966,396,650.89,246223.74,615.0941667
2005,Camping Equipment,Tents,Star Dome,Web,United Kingdom,1379235.91,1314523.28,839124,2119,396,650.89,540111.91,620.3507692
2005,Camping Equipment,Tents,Star Dome,Web,Belgium,560416.29,535414.8369,340956,861,396,650.89,219460.29,621.8523077
2005,Camping Equipment,Tents,Star Dome,Web,Switzerland,330001.23,316472.442,200772,507,396,650.89,129229.23,624.206
2005,Camping Equipment,Tents,Star Dome,Web,Austria,246687.31,236820.5188,150084,379,396,650.89,96603.31,624.85625
2005,Camping Equipment,Tents,Star Dome,Web,Italy,529824.46,508151.34,322344,814,396,650.89,207480.46,624.2645455
2005,Camping Equipment,Tents,Star Dome,Web,Spain,764795.75,728744.2321,465300,1175,396,650.89,299495.75,620.2078571
2005,Camping Equipment,Tents,Star Dome,Special,United States,102189.73,96058.88,62172,157,396,650.89,40017.73,611.84
2005,Camping Equipment,Tents,Star Dome,Special,Mexico,91124.6,85657.6,55440,140,396,650.89,35684.6,611.84
2005,Camping Equipment,Tents,Star Dome,Special,United Kingdom,46213.19,43440.64,28116,71,396,650.89,18097.19,611.84
2005,Camping Equipment,Tents,Star Dome,Special,Switzerland,7810.68,7342.08,4752,12,396,650.89,3058.68,611.84
2005,Camping Equipment,Tents,Star Dome,Mail,United States,182249.2,174959.8667,110880,280,396,650.89,71369.2,624.8566667
2005,Camping Equipment,Tents,Star Dome,Mail,Canada,78106.8,73420.8,47520,120,396,650.89,30586.8,611.84
2005,Camping Equipment,Tents,Star Dome,Mail,Japan,14319.58,14319.58,8712,22,396,650.89,5607.58,650.89
2005,Camping Equipment,Tents,Star Dome,Mail,China,134734.23,126650.88,81972,207,396,650.89,52762.23,611.84
2005,Camping Equipment,Tents,Star Dome,Mail,Netherlands,26035.6,26035.6,15840,40,396,650.89,10195.6,650.89
2005,Camping Equipment,Tents,Star Dome,Mail,Germany,224557.05,216473.7,136620,345,396,650.89,87937.05,627.46
2005,Camping Equipment,Tents,Star Dome,E-mail,Canada,456924.78,432938.3175,277992,702,396,650.89,178932.78,616.72125
2005,Camping Equipment,Tents,Star Dome,E-mail,Japan,381421.54,365212.0475,232056,586,396,650.89,149365.54,623.22875
2005,Camping Equipment,Tents,Star Dome,E-mail,Sweden,14970.47,14970.47,9108,23,396,650.89,5862.47,650.89
2005,Camping Equipment,Tents,Star Dome,E-mail,Germany,279231.81,269459.19,169884,429,396,650.89,109347.81,628.11
2005,Camping Equipment,Tents,Star Dome,E-mail,Italy,126923.55,119308.8,77220,195,396,650.89,49703.55,611.84
2005,Camping Equipment,Tents,Star Dome,Fax,United States,95680.83,89940.48,58212,147,396,650.89,37468.83,611.84
2005,Camping Equipment,Tents,Star Dome,Fax,Netherlands,87219.26,81986.56,53064,134,396,650.89,34155.26,611.84
2005,Camping Equipment,Tents,Star Dome,Fax,France,68343.45,64243.2,41580,105,396,650.89,26763.45,611.84
2005,Camping Equipment,Tents,Star Dome,Fax,Italy,54674.76,51394.56,33264,84,396,650.89,21410.76,611.84
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,United States,2607494.34,2451023.19,1757535.89,4477,392.57,582.42,849958.45,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,Canada,485738.28,456589.98,327403.38,834,392.57,582.42,158334.9,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,Australia,238209.78,223915.23,160561.13,409,392.57,582.42,77648.65,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,Netherlands,231803.16,217893.06,156242.86,398,392.57,582.42,75560.3,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,France,881201.46,828322.11,593958.41,1513,392.57,582.42,287243.05,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,United Kingdom,210836.04,198184.14,142110.34,362,392.57,582.42,68725.7,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,Austria,130462.08,122633.28,87935.68,224,392.57,582.42,42526.4,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Telephone,Spain,115319.16,108399.06,77728.86,198,392.57,582.42,37590.3,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,United States,556211.1,522833.85,374904.35,955,392.57,582.42,181306.75,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Mexico,1702413.66,1600254.81,1147482.11,2923,392.57,582.42,554931.55,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Korea,183462.3,172453.05,123659.55,315,392.57,582.42,59802.75,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,China,1117663.98,1050594.93,753341.83,1919,392.57,582.42,364322.15,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Australia,239957.04,225557.64,161738.84,412,392.57,582.42,78218.2,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Netherlands,152011.62,142889.67,102460.77,261,392.57,582.42,49550.85,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Denmark,104253.18,97997.13,70270.03,179,392.57,582.42,33983.15,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,France,194528.28,182854.98,131118.38,334,392.57,582.42,63409.9,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Germany,285385.8,268260.3,192359.3,490,392.57,582.42,93026.5,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,United Kingdom,127549.98,119895.93,85972.83,219,392.57,582.42,41577.15,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Switzerland,124637.88,117158.58,84009.98,214,392.57,582.42,40627.9,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Austria,188704.08,177380.28,127192.68,324,392.57,582.42,61511.4,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Sales visit,Italy,342462.96,321912.36,230831.16,588,392.57,582.42,111631.8,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,United States,3121771.2,2934439.2,2104175.2,5360,392.57,582.42,1017596,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Canada,1997700.6,1877822.1,1346515.1,3430,392.57,582.42,651185.5,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Mexico,175308.42,164788.47,118163.57,301,392.57,582.42,57144.85,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Brazil,1202697.3,1130525.55,810657.05,2065,392.57,582.42,392040.25,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Japan,1973821.38,1855375.83,1330419.73,3389,392.57,582.42,643401.65,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Korea,1862579.16,1750809.06,1255438.86,3198,392.57,582.42,607140.3,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,China,1488665.52,1399333.32,1003408.92,2556,392.57,582.42,485256.6,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Singapore,1869568.2,1757378.7,1260149.7,3210,392.57,582.42,609418.5,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Australia,416430.3,391441.05,280687.55,715,392.57,582.42,135742.75,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Netherlands,1199785.2,1127788.2,808694.2,2060,392.57,582.42,391091,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Sweden,940608.3,884164.05,634000.55,1615,392.57,582.42,306607.75,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Finland,1918491.48,1803366.18,1293125.58,3294,392.57,582.42,625365.9,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Denmark,109494.96,102924.36,73803.16,188,392.57,582.42,35691.8,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,France,1369269.42,1287101.97,922932.07,2351,392.57,582.42,446337.35,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Germany,997103.04,937268.64,672079.84,1712,392.57,582.42,325023.2,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,United Kingdom,1994206.08,1874537.28,1344159.68,3424,392.57,582.42,650046.4,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Belgium,1139795.94,1071398.79,768259.49,1957,392.57,582.42,371536.45,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Switzerland,687255.6,646014.6,463232.6,1180,392.57,582.42,224023,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Austria,438562.26,412244.91,295605.21,753,392.57,582.42,142957.05,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Italy,936531.36,880331.76,631252.56,1608,392.57,582.42,305278.8,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Web,Spain,981960.12,923034.42,661873.02,1686,392.57,582.42,320087.1,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Special,United States,394880.76,371184.66,266162.46,678,392.57,582.42,128718.3,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Special,Singapore,188121.66,176832.81,126800.11,323,392.57,582.42,61321.55,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Special,Australia,75132.18,70623.63,50641.53,129,392.57,582.42,24490.65,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Mail,United States,220737.18,207491.13,148784.03,379,392.57,582.42,71953.15,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Mail,Japan,118813.68,111683.88,80084.28,204,392.57,582.42,38729.4,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Mail,Netherlands,160165.5,150554.25,107956.75,275,392.57,582.42,52208.75,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Mail,Germany,642991.68,604406.88,433397.28,1104,392.57,582.42,209594.4,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Mail,Spain,100758.66,94712.31,67914.61,173,392.57,582.42,32844.05,547.47
2005,Camping Equipment,Tents,Star Gazer 2,E-mail,Canada,173561.16,163146.06,116985.86,298,392.57,582.42,56575.3,547.47
2005,Camping Equipment,Tents,Star Gazer 2,E-mail,Japan,692497.38,650941.83,466765.73,1189,392.57,582.42,225731.65,547.47
2005,Camping Equipment,Tents,Star Gazer 2,E-mail,Sweden,87363,82120.5,58885.5,150,392.57,582.42,28477.5,547.47
2005,Camping Equipment,Tents,Star Gazer 2,E-mail,Germany,321495.84,302203.44,216698.64,552,392.57,582.42,104797.2,547.47
2005,Camping Equipment,Tents,Star Gazer 2,E-mail,United Kingdom,136868.7,128655.45,92253.95,235,392.57,582.42,44614.75,547.47
2005,Camping Equipment,Tents,Star Gazer 2,E-mail,Italy,97264.14,91427.49,65559.19,167,392.57,582.42,31704.95,547.47
2005,Camping Equipment,Tents,Star Gazer 2,Fax,United States,176473.26,165883.41,118948.71,303,392.57,582.42,57524.55,547.47
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,United States,1292450.27,1214906.69,813234,1909,426,677.03,479216.27,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,Canada,133374.91,125372.77,83922,197,426,677.03,49452.91,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,Japan,134051.94,126009.18,84348,198,426,677.03,49703.94,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,Korea,188214.34,176921.98,118428,278,426,677.03,69786.34,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,China,98169.35,92279.45,61770,145,426,677.03,36399.35,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,Australia,172642.65,162284.55,108630,255,426,677.03,64012.65,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,Netherlands,312787.86,294021.42,196812,462,426,677.03,115975.86,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,France,229513.17,215742.99,144414,339,426,677.03,85099.17,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,United Kingdom,42652.89,40093.83,26838,63,426,677.03,15814.89,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,Austria,97492.32,91643.04,61344,144,426,677.03,36148.32,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Telephone,Spain,109001.83,102462.01,68586,161,426,677.03,40415.83,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,United States,210556.33,197923.51,132486,311,426,677.03,78070.33,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Mexico,899095.84,845152.48,565728,1328,426,677.03,333367.84,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Korea,77181.42,72550.74,48564,114,426,677.03,28617.42,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,China,125927.58,118372.26,79236,186,426,677.03,46691.58,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Australia,97492.32,91643.04,61344,144,426,677.03,36148.32,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Finland,96815.29,91006.63,60918,143,426,677.03,35897.29,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,France,45361.01,42639.47,28542,67,426,677.03,16819.01,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Germany,147592.54,138737.38,92868,218,426,677.03,54724.54,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Belgium,97492.32,91643.04,61344,144,426,677.03,36148.32,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Switzerland,163164.23,153374.81,102666,241,426,677.03,60498.23,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Austria,35205.56,33093.32,22152,52,426,677.03,13053.56,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Sales visit,Italy,138114.12,129827.64,86904,204,426,677.03,51210.12,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,United States,2305287.15,2166976.05,1450530,3405,426,677.03,854757.15,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Canada,879461.97,826696.59,553374,1299,426,677.03,326087.97,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Mexico,146915.51,138100.97,92442,217,426,677.03,54473.51,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Brazil,696663.87,654865.89,438354,1029,426,677.03,258309.87,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Japan,1120484.65,1053258.55,705030,1655,426,677.03,415454.65,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Korea,772491.23,726143.81,486066,1141,426,677.03,286425.23,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,China,1087310.18,1022074.46,684156,1606,426,677.03,403154.18,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Singapore,880816.03,827969.41,554226,1301,426,677.03,326590.03,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Australia,218680.69,205560.43,137598,323,426,677.03,81082.69,636.41
2005,Camping Equipment,Tents,Star Gazer 3,Web,Netherlands,597817.49,561950.03,376158,883,426,677.03,221659.49,636.41
